conserved_genes_fragments	RNA-anno	TPM in G1	TPM in G1+HB	TPM in HB	TPM in G1/TPM in HB	TPM in G1+HB/TPM in HB
nad6-part4	gene-G1-3688	2381.523765	2030.614985	2160.983088	1.102055716	0.939671854
nad6-part5	gene-G1-3688	2381.523765	2030.614985	2160.983088	1.102055716	0.939671854
nad6-part6	gene-G1-3688	2381.523765	2030.614985	2160.983088	1.102055716	0.939671854
nad6-part7	gene-G1-3688	2381.523765	2030.614985	2160.983088	1.102055716	0.939671854
nad6-part8	gene-G1-3688	2381.523765	2030.614985	2160.983088	1.102055716	0.939671854
nad6-part9	gene-G1-3688	2381.523765	2030.614985	2160.983088	1.102055716	0.939671854
nad6-part10	gene-G1-3688	2381.523765	2030.614985	2160.983088	1.102055716	0.939671854
nad6-part11	gene-G1-3688	2381.523765	2030.614985	2160.983088	1.102055716	0.939671854
rps4-part13	gene-G1-3188	1780.739087	1843.931261	1651.435845	1.078297466	1.116562455
rps4-part14	gene-G1-3188	1780.739087	1843.931261	1651.435845	1.078297466	1.116562455
rps4-part15	gene-G1-3188	1780.739087	1843.931261	1651.435845	1.078297466	1.116562455
rps4-part16	gene-G1-3188	1780.739087	1843.931261	1651.435845	1.078297466	1.116562455
rps4-part17	gene-G1-3188	1780.739087	1843.931261	1651.435845	1.078297466	1.116562455
rps4-part18	gene-G1-3188	1780.739087	1843.931261	1651.435845	1.078297466	1.116562455
rps4-part19	gene-G1-3188	1780.739087	1843.931261	1651.435845	1.078297466	1.116562455
rps4-part20	gene-G1-3188	1780.739087	1843.931261	1651.435845	1.078297466	1.116562455
rps4-part21	gene-G1-3188	1780.739087	1843.931261	1651.435845	1.078297466	1.116562455
rps4-part22	gene-G1-3188	1780.739087	1843.931261	1651.435845	1.078297466	1.116562455
rps4-part23	gene-G1-3188	1780.739087	1843.931261	1651.435845	1.078297466	1.116562455
rps4-part24	gene-G1-3188	1780.739087	1843.931261	1651.435845	1.078297466	1.116562455
rps4-part25	gene-G1-3585	1062.457775	1328.546747	991.0548837	1.072047363	1.340538016
rps4-part26	gene-G1-3585	1062.457775	1328.546747	991.0548837	1.072047363	1.340538016
matR-part52	gene-G1-3585	1062.457775	1328.546747	991.0548837	1.072047363	1.340538016
matR-part53	gene-G1-3585	1062.457775	1328.546747	991.0548837	1.072047363	1.340538016
matR-part54	gene-G1-3585	1062.457775	1328.546747	991.0548837	1.072047363	1.340538016
matR-part55	gene-G1-3585	1062.457775	1328.546747	991.0548837	1.072047363	1.340538016
matR-part56	gene-G1-3585	1062.457775	1328.546747	991.0548837	1.072047363	1.340538016
matR-part57	gene-G1-3687	1065.783151	958.0425467	995.8892977	1.070182352	0.96199703
matR-part58	gene-G1-3687	1065.783151	958.0425467	995.8892977	1.070182352	0.96199703
matR-part59	gene-G1-3687	1065.783151	958.0425467	995.8892977	1.070182352	0.96199703
matR-part60	gene-G1-3687	1065.783151	958.0425467	995.8892977	1.070182352	0.96199703
matR-part61	gene-G1-3687	1065.783151	958.0425467	995.8892977	1.070182352	0.96199703
matR-part62	gene-G1-3687	1065.783151	958.0425467	995.8892977	1.070182352	0.96199703
matR-part63	gene-G1-3687	1065.783151	958.0425467	995.8892977	1.070182352	0.96199703
matR-part64	gene-G1-3687	1065.783151	958.0425467	995.8892977	1.070182352	0.96199703
nad6-part0	gene-G1-3687	1065.783151	958.0425467	995.8892977	1.070182352	0.96199703
nad6-part1	gene-G1-3687	1065.783151	958.0425467	995.8892977	1.070182352	0.96199703
nad6-part2	gene-G1-3687	1065.783151	958.0425467	995.8892977	1.070182352	0.96199703
nad6-part3	gene-G1-3687	1065.783151	958.0425467	995.8892977	1.070182352	0.96199703
nad6-part4	gene-G1-3187	3043.827907	2806.555004	2858.105596	1.064980913	0.98196337
nad6-part5	gene-G1-3187	3043.827907	2806.555004	2858.105596	1.064980913	0.98196337
nad6-part12	gene-G1-3187	3043.827907	2806.555004	2858.105596	1.064980913	0.98196337
nad6-part13	gene-G1-3187	3043.827907	2806.555004	2858.105596	1.064980913	0.98196337
nad6-part14	gene-G1-3187	3043.827907	2806.555004	2858.105596	1.064980913	0.98196337
nad6-part15	gene-G1-3187	3043.827907	2806.555004	2858.105596	1.064980913	0.98196337
nad6-part16	gene-G1-3187	3043.827907	2806.555004	2858.105596	1.064980913	0.98196337
nad6-part17	gene-G1-3187	3043.827907	2806.555004	2858.105596	1.064980913	0.98196337
nad6-part18	gene-G1-3187	3043.827907	2806.555004	2858.105596	1.064980913	0.98196337
nad6-part19	gene-G1-3187	3043.827907	2806.555004	2858.105596	1.064980913	0.98196337
nad6-part20	gene-G1-3187	3043.827907	2806.555004	2858.105596	1.064980913	0.98196337
rps3-part25	gene-G1-3187	3043.827907	2806.555004	2858.105596	1.064980913	0.98196337
rps3-part26	gene-G1-3187	3043.827907	2806.555004	2858.105596	1.064980913	0.98196337
rps3-part27	gene-G1-3187	3043.827907	2806.555004	2858.105596	1.064980913	0.98196337
rps3-part30	gene-G1-5041	1590.6384	1288.461285	1507.370306	1.055240636	0.854774225
rps3-part31	gene-G1-3186	850.7421409	806.2904398	809.2809147	1.051232181	0.996304775
rps3-part32	gene-G1-3186	850.7421409	806.2904398	809.2809147	1.051232181	0.996304775
rps3-part33	gene-G1-3186	850.7421409	806.2904398	809.2809147	1.051232181	0.996304775
rps3-part34	gene-G1-3186	850.7421409	806.2904398	809.2809147	1.051232181	0.996304775
rps3-part35	gene-G1-3186	850.7421409	806.2904398	809.2809147	1.051232181	0.996304775
rps3-part36	gene-G1-3186	850.7421409	806.2904398	809.2809147	1.051232181	0.996304775
rps3-part37	gene-G1-3186	850.7421409	806.2904398	809.2809147	1.051232181	0.996304775
rps3-part38	gene-G1-3186	850.7421409	806.2904398	809.2809147	1.051232181	0.996304775
cox1-part39	gene-G1-3186	850.7421409	806.2904398	809.2809147	1.051232181	0.996304775
cox1-part40	gene-G1-3186	850.7421409	806.2904398	809.2809147	1.051232181	0.996304775
cox1-part41	gene-G1-3186	850.7421409	806.2904398	809.2809147	1.051232181	0.996304775
cox1-part42	gene-G1-3186	850.7421409	806.2904398	809.2809147	1.051232181	0.996304775
cox1-part43	gene-G1-3186	850.7421409	806.2904398	809.2809147	1.051232181	0.996304775
cox1-part44	gene-G1-3185	2132.674761	2145.717527	2029.003584	1.051094625	1.057522788
cox1-part45	gene-G1-3185	2132.674761	2145.717527	2029.003584	1.051094625	1.057522788
cox1-part46	gene-G1-3185	2132.674761	2145.717527	2029.003584	1.051094625	1.057522788
cox1-part47	gene-G1-3185	2132.674761	2145.717527	2029.003584	1.051094625	1.057522788
cox1-part48	gene-G1-3185	2132.674761	2145.717527	2029.003584	1.051094625	1.057522788
cox1-part49	gene-G1-3185	2132.674761	2145.717527	2029.003584	1.051094625	1.057522788
cox1-part50	gene-G1-3185	2132.674761	2145.717527	2029.003584	1.051094625	1.057522788
cox1-part51	gene-G1-3185	2132.674761	2145.717527	2029.003584	1.051094625	1.057522788
cox1-part0	gene-G1-3185	2132.674761	2145.717527	2029.003584	1.051094625	1.057522788
cox1-part1	gene-G1-3185	2132.674761	2145.717527	2029.003584	1.051094625	1.057522788
cox1-part2	gene-G1-3185	2132.674761	2145.717527	2029.003584	1.051094625	1.057522788
cox1-part3	gene-G1-3185	2132.674761	2145.717527	2029.003584	1.051094625	1.057522788
cox1-part4	gene-G1-5054	701.1002008	706.0767843	667.6325826	1.050128797	1.057582872
cox1-part5	gene-G1-5054	701.1002008	706.0767843	667.6325826	1.050128797	1.057582872
cox1-part6	gene-G1-5054	701.1002008	706.0767843	667.6325826	1.050128797	1.057582872
cox1-part7	gene-G1-5054	701.1002008	706.0767843	667.6325826	1.050128797	1.057582872
cox1-part8	gene-G1-2147	380.7556031	314.3845536	364.0313792	1.04594171	0.863619379
cox1-part9	gene-G1-2147	380.7556031	314.3845536	364.0313792	1.04594171	0.863619379
cox1-part10	gene-G1-2147	380.7556031	314.3845536	364.0313792	1.04594171	0.863619379
cox1-part11	gene-G1-2147	380.7556031	314.3845536	364.0313792	1.04594171	0.863619379
atp8-part13	gene-G1-2147	380.7556031	314.3845536	364.0313792	1.04594171	0.863619379
atp8-part14	gene-G1-3351	1736.400734	1420.170661	1661.104673	1.045328908	0.854955551
atp8-part15	gene-G1-3351	1736.400734	1420.170661	1661.104673	1.045328908	0.854955551
atp8-part16	gene-G1-3351	1736.400734	1420.170661	1661.104673	1.045328908	0.854955551
cob-part5	gene-G1-3351	1736.400734	1420.170661	1661.104673	1.045328908	0.854955551
cob-part6	gene-G1-3351	1736.400734	1420.170661	1661.104673	1.045328908	0.854955551
cob-part7	gene-G1-3351	1736.400734	1420.170661	1661.104673	1.045328908	0.854955551
cob-part8	gene-G1-3351	1736.400734	1420.170661	1661.104673	1.045328908	0.854955551
cob-part9	gene-G1-3351	1736.400734	1420.170661	1661.104673	1.045328908	0.854955551
cob-part11	gene-G1-1953	220.0290749	233.0683303	210.7804533	1.043877985	1.105739771
cob-part12	gene-G1-1953	220.0290749	233.0683303	210.7804533	1.043877985	1.105739771
cob-part13	gene-G1-1953	220.0290749	233.0683303	210.7804533	1.043877985	1.105739771
cob-part14	gene-G1-1953	220.0290749	233.0683303	210.7804533	1.043877985	1.105739771
cob-part15	gene-G1-1953	220.0290749	233.0683303	210.7804533	1.043877985	1.105739771
cob-part16	gene-G1-1953	220.0290749	233.0683303	210.7804533	1.043877985	1.105739771
cob-part17	gene-G1-1953	220.0290749	233.0683303	210.7804533	1.043877985	1.105739771
matR-part5	gene-G1-1953	220.0290749	233.0683303	210.7804533	1.043877985	1.105739771
matR-part6	gene-G1-1953	220.0290749	233.0683303	210.7804533	1.043877985	1.105739771
matR-part7	gene-G1-3189	531.506002	484.4614432	510.9975668	1.040134115	0.948069961
matR-part8	gene-G1-3189	531.506002	484.4614432	510.9975668	1.040134115	0.948069961
matR-part9	gene-G1-3189	531.506002	484.4614432	510.9975668	1.040134115	0.948069961
matR-part10	gene-G1-3189	531.506002	484.4614432	510.9975668	1.040134115	0.948069961
matR-part11	gene-G1-3189	531.506002	484.4614432	510.9975668	1.040134115	0.948069961
matR-part12	gene-G1-3189	531.506002	484.4614432	510.9975668	1.040134115	0.948069961
matR-part13	gene-G1-3189	531.506002	484.4614432	510.9975668	1.040134115	0.948069961
matR-part14	gene-G1-3586	698.8832832	933.9912694	671.9835553	1.040030337	1.389901973
matR-part15	gene-G1-3586	698.8832832	933.9912694	671.9835553	1.040030337	1.389901973
matR-part16	gene-G1-3586	698.8832832	933.9912694	671.9835553	1.040030337	1.389901973
matR-part17	gene-G1-3586	698.8832832	933.9912694	671.9835553	1.040030337	1.389901973
matR-part18	gene-G1-3586	698.8832832	933.9912694	671.9835553	1.040030337	1.389901973
rps3-part32	gene-G1-3586	698.8832832	933.9912694	671.9835553	1.040030337	1.389901973
rps3-part33	gene-G1-3586	698.8832832	933.9912694	671.9835553	1.040030337	1.389901973
rps3-part34	gene-G1-3586	698.8832832	933.9912694	671.9835553	1.040030337	1.389901973
rps3-part35	gene-G1-3586	698.8832832	933.9912694	671.9835553	1.040030337	1.389901973
rps3-part36	gene-G1-3586	698.8832832	933.9912694	671.9835553	1.040030337	1.389901973
rps3-part37	gene-G1-3586	698.8832832	933.9912694	671.9835553	1.040030337	1.389901973
rps3-part38	gene-G1-3586	698.8832832	933.9912694	671.9835553	1.040030337	1.389901973
rps3-part39	gene-G1-3586	698.8832832	933.9912694	671.9835553	1.040030337	1.389901973
rps3-part40	gene-G1-3586	698.8832832	933.9912694	671.9835553	1.040030337	1.389901973
rps3-part41	gene-G1-1954	155.7384636	183.8204767	151.3171603	1.029218783	1.21480258
rps3-part42	gene-G1-1954	155.7384636	183.8204767	151.3171603	1.029218783	1.21480258
rps3-part43	gene-G1-3184	1749.148011	1552.452686	1707.031607	1.024672305	0.909445777
rps3-part44	gene-G1-3184	1749.148011	1552.452686	1707.031607	1.024672305	0.909445777
nad4L-part4	gene-G1-3184	1749.148011	1552.452686	1707.031607	1.024672305	0.909445777
nad4L-part5	gene-G1-3184	1749.148011	1552.452686	1707.031607	1.024672305	0.909445777
nad4L-part6	gene-G1-3184	1749.148011	1552.452686	1707.031607	1.024672305	0.909445777
nad4L-part7	gene-G1-3184	1749.148011	1552.452686	1707.031607	1.024672305	0.909445777
nad4L-part8	gene-G1-3184	1749.148011	1552.452686	1707.031607	1.024672305	0.909445777
nad4L-part9	gene-G1-3184	1749.148011	1552.452686	1707.031607	1.024672305	0.909445777
rpl16-part0	gene-G1-3184	1749.148011	1552.452686	1707.031607	1.024672305	0.909445777
rpl16-part1	gene-G1-3184	1749.148011	1552.452686	1707.031607	1.024672305	0.909445777
rpl16-part2	gene-G1-3184	1749.148011	1552.452686	1707.031607	1.024672305	0.909445777
rpl16-part5	gene-G1-1757	862.3809585	1312.512562	844.5721374	1.021086205	1.554056195
rpl16-part6	gene-G1-1757	862.3809585	1312.512562	844.5721374	1.021086205	1.554056195
cox1-part45	gene-G1-1757	862.3809585	1312.512562	844.5721374	1.021086205	1.554056195
cox1-part46	gene-G1-1757	862.3809585	1312.512562	844.5721374	1.021086205	1.554056195
cox1-part47	gene-G1-1757	862.3809585	1312.512562	844.5721374	1.021086205	1.554056195
cox1-part48	gene-G1-1757	862.3809585	1312.512562	844.5721374	1.021086205	1.554056195
cox1-part49	gene-G1-1757	862.3809585	1312.512562	844.5721374	1.021086205	1.554056195
cox1-part50	gene-G1-1757	862.3809585	1312.512562	844.5721374	1.021086205	1.554056195
cox1-part51	gene-G1-3350	1574.011518	1235.204885	1560.548861	1.008626873	0.79151952
cox1-part52	gene-G1-3350	1574.011518	1235.204885	1560.548861	1.008626873	0.79151952
ccmB-part16	gene-G1-3350	1574.011518	1235.204885	1560.548861	1.008626873	0.79151952
ccmB-part17	gene-G1-3350	1574.011518	1235.204885	1560.548861	1.008626873	0.79151952
ccmB-part18	gene-G1-3350	1574.011518	1235.204885	1560.548861	1.008626873	0.79151952
ccmB-part19	gene-G1-3350	1574.011518	1235.204885	1560.548861	1.008626873	0.79151952
ccmB-part20	gene-G1-3350	1574.011518	1235.204885	1560.548861	1.008626873	0.79151952
rpl16-part0	gene-G1-3350	1574.011518	1235.204885	1560.548861	1.008626873	0.79151952
ccmFC-part27	gene-G1-3350	1574.011518	1235.204885	1560.548861	1.008626873	0.79151952
ccmFC-part28	gene-G1-3350	1574.011518	1235.204885	1560.548861	1.008626873	0.79151952
ccmFC-part29	gene-G1-1095	587.4831722	593.8374901	584.4806607	1.005137059	1.016008792
ccmFC-part30	gene-G1-1095	587.4831722	593.8374901	584.4806607	1.005137059	1.016008792
ccmFC-part31	gene-G1-1095	587.4831722	593.8374901	584.4806607	1.005137059	1.016008792
ccmFC-part32	gene-G1-2167	761.5112062	747.3075454	758.0361256	1.004584321	0.985846875
ccmFC-part33	gene-G1-2167	761.5112062	747.3075454	758.0361256	1.004584321	0.985846875
ccmFC-part34	gene-G1-2167	761.5112062	747.3075454	758.0361256	1.004584321	0.985846875
ccmFC-part35	gene-G1-2167	761.5112062	747.3075454	758.0361256	1.004584321	0.985846875
ccmFC-part36	gene-G1-2167	761.5112062	747.3075454	758.0361256	1.004584321	0.985846875
ccmFC-part37	gene-G1-2167	761.5112062	747.3075454	758.0361256	1.004584321	0.985846875
ccmFC-part38	gene-G1-2167	761.5112062	747.3075454	758.0361256	1.004584321	0.985846875
ccmFC-part39	gene-G1-2167	761.5112062	747.3075454	758.0361256	1.004584321	0.985846875
ccmB-part2	gene-G1-2167	761.5112062	747.3075454	758.0361256	1.004584321	0.985846875
ccmB-part3	gene-G1-2167	761.5112062	747.3075454	758.0361256	1.004584321	0.985846875
ccmB-part4	gene-G1-2167	761.5112062	747.3075454	758.0361256	1.004584321	0.985846875
ccmB-part5	gene-G1-1340	2927.439732	2968.614801	2917.568889	1.003383242	1.017496043
ccmB-part6	gene-G1-5045	1061.903545	806.8630892	1062.12077	0.99979548	0.759671698
ccmB-part7	gene-G1-5045	1061.903545	806.8630892	1062.12077	0.99979548	0.759671698
ccmB-part8	gene-G1-5045	1061.903545	806.8630892	1062.12077	0.99979548	0.759671698
ccmB-part9	gene-G1-5045	1061.903545	806.8630892	1062.12077	0.99979548	0.759671698
ccmB-part10	gene-G1-5045	1061.903545	806.8630892	1062.12077	0.99979548	0.759671698
ccmB-part11	gene-G1-5045	1061.903545	806.8630892	1062.12077	0.99979548	0.759671698
ccmB-part12	gene-G1-5045	1061.903545	806.8630892	1062.12077	0.99979548	0.759671698
ccmB-part13	gene-G1-5045	1061.903545	806.8630892	1062.12077	0.99979548	0.759671698
ccmB-part14	gene-G1-5045	1061.903545	806.8630892	1062.12077	0.99979548	0.759671698
ccmB-part15	gene-G1-5045	1061.903545	806.8630892	1062.12077	0.99979548	0.759671698
rps7-part0	gene-G1-5045	1061.903545	806.8630892	1062.12077	0.99979548	0.759671698
rps7-part1	gene-G1-5045	1061.903545	806.8630892	1062.12077	0.99979548	0.759671698
rps7-part2	gene-G1-3589	272.6808686	398.5640242	273.6278362	0.996539213	1.45659166
rps7-part3	gene-G1-3589	272.6808686	398.5640242	273.6278362	0.996539213	1.45659166
rps7-part4	gene-G1-3589	272.6808686	398.5640242	273.6278362	0.996539213	1.45659166
rps7-part5	gene-G1-3589	272.6808686	398.5640242	273.6278362	0.996539213	1.45659166
nad5-part8	gene-G1-3589	272.6808686	398.5640242	273.6278362	0.996539213	1.45659166
nad5-part9	gene-G1-5039	3503.284086	2876.418238	3519.936882	0.995269007	0.817178925
nad5-part10	gene-G1-5039	3503.284086	2876.418238	3519.936882	0.995269007	0.817178925
nad5-part11	gene-G1-5039	3503.284086	2876.418238	3519.936882	0.995269007	0.817178925
nad5-part12	gene-G1-5039	3503.284086	2876.418238	3519.936882	0.995269007	0.817178925
nad5-part13	gene-G1-1345	2518.972658	2862.102001	2531.782647	0.994940329	1.130469081
nad5-part14	gene-G1-1345	2518.972658	2862.102001	2531.782647	0.994940329	1.130469081
atp4-part0	gene-G1-1345	2518.972658	2862.102001	2531.782647	0.994940329	1.130469081
atp4-part1	gene-G1-1345	2518.972658	2862.102001	2531.782647	0.994940329	1.130469081
atp4-part2	gene-G1-1345	2518.972658	2862.102001	2531.782647	0.994940329	1.130469081
atp4-part3	gene-G1-1345	2518.972658	2862.102001	2531.782647	0.994940329	1.130469081
atp4-part4	gene-G1-1345	2518.972658	2862.102001	2531.782647	0.994940329	1.130469081
rps4-part33	gene-G1-1345	2518.972658	2862.102001	2531.782647	0.994940329	1.130469081
rps4-part34	gene-G1-1345	2518.972658	2862.102001	2531.782647	0.994940329	1.130469081
cox1-part52	gene-G1-1345	2518.972658	2862.102001	2531.782647	0.994940329	1.130469081
nad7-part2	gene-G1-1345	2518.972658	2862.102001	2531.782647	0.994940329	1.130469081
nad7-part3	gene-G1-1345	2518.972658	2862.102001	2531.782647	0.994940329	1.130469081
nad7-part4	gene-G1-1345	2518.972658	2862.102001	2531.782647	0.994940329	1.130469081
rps4-part0	gene-G1-1793	1577.891124	1612.00823	1586.654697	0.994476698	1.015979238
rps4-part1	gene-G1-1793	1577.891124	1612.00823	1586.654697	0.994476698	1.015979238
rps4-part2	gene-G1-1793	1577.891124	1612.00823	1586.654697	0.994476698	1.015979238
rps4-part3	gene-G1-1793	1577.891124	1612.00823	1586.654697	0.994476698	1.015979238
rps4-part4	gene-G1-1793	1577.891124	1612.00823	1586.654697	0.994476698	1.015979238
rps4-part5	gene-G1-1793	1577.891124	1612.00823	1586.654697	0.994476698	1.015979238
rps4-part6	gene-G1-1793	1577.891124	1612.00823	1586.654697	0.994476698	1.015979238
rps4-part7	gene-G1-1793	1577.891124	1612.00823	1586.654697	0.994476698	1.015979238
rps4-part8	gene-G1-1793	1577.891124	1612.00823	1586.654697	0.994476698	1.015979238
rps4-part9	gene-G1-1793	1577.891124	1612.00823	1586.654697	0.994476698	1.015979238
rps4-part10	gene-G1-1793	1577.891124	1612.00823	1586.654697	0.994476698	1.015979238
rps4-part11	gene-G1-1793	1577.891124	1612.00823	1586.654697	0.994476698	1.015979238
rps4-part12	gene-G1-1793	1577.891124	1612.00823	1586.654697	0.994476698	1.015979238
nad6-part6	gene-G1-4296	668.4006657	628.1964577	672.9504381	0.993239068	0.933495875
nad6-part7	gene-G1-4296	668.4006657	628.1964577	672.9504381	0.993239068	0.933495875
nad6-part8	gene-G1-4296	668.4006657	628.1964577	672.9504381	0.993239068	0.933495875
nad6-part9	gene-G1-4296	668.4006657	628.1964577	672.9504381	0.993239068	0.933495875
nad6-part10	gene-G1-4296	668.4006657	628.1964577	672.9504381	0.993239068	0.933495875
nad6-part11	gene-G1-4296	668.4006657	628.1964577	672.9504381	0.993239068	0.933495875
nad6-part12	gene-G1-4296	668.4006657	628.1964577	672.9504381	0.993239068	0.933495875
nad6-part13	gene-G1-4296	668.4006657	628.1964577	672.9504381	0.993239068	0.933495875
nad6-part14	gene-G1-4296	668.4006657	628.1964577	672.9504381	0.993239068	0.933495875
nad6-part15	gene-G1-4296	668.4006657	628.1964577	672.9504381	0.993239068	0.933495875
nad6-part16	gene-G1-4296	668.4006657	628.1964577	672.9504381	0.993239068	0.933495875
nad6-part17	gene-G1-4296	668.4006657	628.1964577	672.9504381	0.993239068	0.933495875
nad6-part18	gene-G1-4296	668.4006657	628.1964577	672.9504381	0.993239068	0.933495875
rpl16-part1	gene-G1-4296	668.4006657	628.1964577	672.9504381	0.993239068	0.933495875
rpl16-part2	gene-G1-1516	89.23093465	68.14528575	89.92010164	0.992335785	0.757842624
rpl16-part5	gene-G1-1516	89.23093465	68.14528575	89.92010164	0.992335785	0.757842624
rpl16-part6	gene-G1-1516	89.23093465	68.14528575	89.92010164	0.992335785	0.757842624
rpl16-part7	gene-G1-1516	89.23093465	68.14528575	89.92010164	0.992335785	0.757842624
rpl16-part8	gene-G1-1516	89.23093465	68.14528575	89.92010164	0.992335785	0.757842624
rpl16-part9	gene-G1-1516	89.23093465	68.14528575	89.92010164	0.992335785	0.757842624
rpl16-part10	gene-G1-1516	89.23093465	68.14528575	89.92010164	0.992335785	0.757842624
rpl16-part11	gene-G1-1516	89.23093465	68.14528575	89.92010164	0.992335785	0.757842624
rpl16-part12	gene-G1-1516	89.23093465	68.14528575	89.92010164	0.992335785	0.757842624
rpl16-part13	gene-G1-1516	89.23093465	68.14528575	89.92010164	0.992335785	0.757842624
rps10-part0	gene-G1-1516	89.23093465	68.14528575	89.92010164	0.992335785	0.757842624
rps10-part1	gene-G1-4302	414.0093676	509.08537	417.2099339	0.992328643	1.220213923
rps10-part2	gene-G1-4302	414.0093676	509.08537	417.2099339	0.992328643	1.220213923
rps10-part3	gene-G1-4302	414.0093676	509.08537	417.2099339	0.992328643	1.220213923
rps10-part4	gene-G1-4302	414.0093676	509.08537	417.2099339	0.992328643	1.220213923
rps10-part5	gene-G1-4302	414.0093676	509.08537	417.2099339	0.992328643	1.220213923
rps10-part6	gene-G1-4302	414.0093676	509.08537	417.2099339	0.992328643	1.220213923
rps10-part7	gene-G1-4302	414.0093676	509.08537	417.2099339	0.992328643	1.220213923
matR-part25	gene-G1-4302	414.0093676	509.08537	417.2099339	0.992328643	1.220213923
matR-part26	gene-G1-4302	414.0093676	509.08537	417.2099339	0.992328643	1.220213923
matR-part27	gene-G1-4302	414.0093676	509.08537	417.2099339	0.992328643	1.220213923
matR-part28	gene-G1-5043	1555.721948	1257.538214	1587.138138	0.980205762	0.792330664
matR-part29	gene-G1-5043	1555.721948	1257.538214	1587.138138	0.980205762	0.792330664
matR-part30	gene-G1-5043	1555.721948	1257.538214	1587.138138	0.980205762	0.792330664
matR-part31	gene-G1-5043	1555.721948	1257.538214	1587.138138	0.980205762	0.792330664
matR-part32	gene-G1-5043	1555.721948	1257.538214	1587.138138	0.980205762	0.792330664
matR-part33	gene-G1-5043	1555.721948	1257.538214	1587.138138	0.980205762	0.792330664
matR-part34	gene-G1-5043	1555.721948	1257.538214	1587.138138	0.980205762	0.792330664
matR-part35	gene-G1-5043	1555.721948	1257.538214	1587.138138	0.980205762	0.792330664
matR-part36	gene-G1-5043	1555.721948	1257.538214	1587.138138	0.980205762	0.792330664
matR-part38	gene-G1-5043	1555.721948	1257.538214	1587.138138	0.980205762	0.792330664
atp1-part33	gene-G1-5043	1555.721948	1257.538214	1587.138138	0.980205762	0.792330664
atp1-part34	gene-G1-5043	1555.721948	1257.538214	1587.138138	0.980205762	0.792330664
atp1-part35	gene-G1-2148	481.6253553	446.0939294	494.560559	0.973845056	0.902000617
atp1-part36	gene-G1-2148	481.6253553	446.0939294	494.560559	0.973845056	0.902000617
atp1-part37	gene-G1-2148	481.6253553	446.0939294	494.560559	0.973845056	0.902000617
atp1-part38	gene-G1-2148	481.6253553	446.0939294	494.560559	0.973845056	0.902000617
atp1-part39	gene-G1-2148	481.6253553	446.0939294	494.560559	0.973845056	0.902000617
atp1-part40	gene-G1-2148	481.6253553	446.0939294	494.560559	0.973845056	0.902000617
atp1-part41	gene-G1-2148	481.6253553	446.0939294	494.560559	0.973845056	0.902000617
atp1-part42	gene-G1-2148	481.6253553	446.0939294	494.560559	0.973845056	0.902000617
atp1-part43	gene-G1-2148	481.6253553	446.0939294	494.560559	0.973845056	0.902000617
atp1-part44	gene-G1-2148	481.6253553	446.0939294	494.560559	0.973845056	0.902000617
atp1-part45	gene-G1-2148	481.6253553	446.0939294	494.560559	0.973845056	0.902000617
atp1-part46	gene-G1-2148	481.6253553	446.0939294	494.560559	0.973845056	0.902000617
cob-part12	gene-G1-5038	1222.630073	1002.136555	1258.881423	0.971203523	0.796053176
cob-part13	gene-G1-5038	1222.630073	1002.136555	1258.881423	0.971203523	0.796053176
cob-part14	gene-G1-5038	1222.630073	1002.136555	1258.881423	0.971203523	0.796053176
cob-part15	gene-G1-5038	1222.630073	1002.136555	1258.881423	0.971203523	0.796053176
cob-part16	gene-G1-5038	1222.630073	1002.136555	1258.881423	0.971203523	0.796053176
cob-part17	gene-G1-5038	1222.630073	1002.136555	1258.881423	0.971203523	0.796053176
cob-part18	gene-G1-5038	1222.630073	1002.136555	1258.881423	0.971203523	0.796053176
cob-part19	gene-G1-5038	1222.630073	1002.136555	1258.881423	0.971203523	0.796053176
cob-part20	gene-G1-5038	1222.630073	1002.136555	1258.881423	0.971203523	0.796053176
cob-part21	gene-G1-5038	1222.630073	1002.136555	1258.881423	0.971203523	0.796053176
cob-part22	gene-G1-5038	1222.630073	1002.136555	1258.881423	0.971203523	0.796053176
cob-part23	gene-G1-3684	10645.63846	9117.152054	11065.9738	0.962015513	0.823890624
cob-part24	gene-G1-3684	10645.63846	9117.152054	11065.9738	0.962015513	0.823890624
mttB-part24	gene-G1-3684	10645.63846	9117.152054	11065.9738	0.962015513	0.823890624
mttB-part0	gene-G1-5056	616.3031014	585.2477482	641.5267466	0.960681849	0.912273341
mttB-part1	gene-G1-5056	616.3031014	585.2477482	641.5267466	0.960681849	0.912273341
mttB-part2	gene-G1-5056	616.3031014	585.2477482	641.5267466	0.960681849	0.912273341
mttB-part3	gene-G1-5056	616.3031014	585.2477482	641.5267466	0.960681849	0.912273341
ccmFC-part13	gene-G1-5056	616.3031014	585.2477482	641.5267466	0.960681849	0.912273341
ccmFC-part14	gene-G1-5056	616.3031014	585.2477482	641.5267466	0.960681849	0.912273341
ccmFC-part15	gene-G1-5056	616.3031014	585.2477482	641.5267466	0.960681849	0.912273341
ccmFC-part16	gene-G1-5056	616.3031014	585.2477482	641.5267466	0.960681849	0.912273341
ccmFC-part17	gene-G1-5056	616.3031014	585.2477482	641.5267466	0.960681849	0.912273341
ccmFC-part18	gene-G1-5056	616.3031014	585.2477482	641.5267466	0.960681849	0.912273341
ccmFC-part19	gene-G1-5056	616.3031014	585.2477482	641.5267466	0.960681849	0.912273341
