RNA anno gene_id	TPM in G1	TPM in G1+HB	TPM in HB	TPM in G1/TPM in HB	TPM in G1+HB/TPM in HB
gene-G1-3398	13.30150579	8.589741901	0	#DIV/0!	#DIV/0!
gene-G1-3399	11.08458815	5.726494601	0	#DIV/0!	#DIV/0!
gene-G1-34	1153.351398	663.7007242	1250.662919	0.922192047	0.530679142
gene-G1-340	9.976129339	8.589741901	11.60259376	0.859818894	0.740329454
gene-G1-3400	8.867670524	8.017092441	0	#DIV/0!	#DIV/0!
gene-G1-3401	11.63881756	4.581195681	0	#DIV/0!	#DIV/0!
gene-G1-3402	3.879605854	2.29059784	0	#DIV/0!	#DIV/0!
gene-G1-3403	15.51842342	11.4529892	0	#DIV/0!	#DIV/0!
gene-G1-3404	10.53035875	13.17093758	0	#DIV/0!	#DIV/0!
gene-G1-3405	11.63881756	4.581195681	0	#DIV/0!	#DIV/0!
gene-G1-3406	14.4099646	4.581195681	0	#DIV/0!	#DIV/0!
gene-G1-3407	8.867670524	2.8632473	0	#DIV/0!	#DIV/0!
gene-G1-3408	11.63881756	3.43589676	0	#DIV/0!	#DIV/0!
gene-G1-3409	5.542294077	6.299144061	14.01980079	0.395319032	0.449303393
gene-G1-341	28.26569979	24.05127732	24.65551174	1.146425193	0.975492927
gene-G1-3410	4.433835262	7.444442981	51.24478911	0.086522656	0.145272195
gene-G1-3411	6.096523485	4.008546221	36.74154691	0.165929962	0.109101183
gene-G1-3412	7.204982301	7.444442981	23.68862893	0.304153623	0.314262299
gene-G1-3413	4.98806467	6.299144061	35.77466409	0.139430091	0.176078357
gene-G1-3414	6.650752893	1.14529892	21.7548633	0.305713385	0.05264565
gene-G1-3415	2.216917631	1.71794838	21.7548633	0.101904462	0.078968475
gene-G1-3416	12.19304697	9.162391361	29.48992581	0.413464824	0.31069564
gene-G1-3417	11.63881756	3.43589676	39.64219535	0.293596696	0.086672717
gene-G1-3418	9.976129339	8.017092441	34.80778128	0.286606298	0.230324719
gene-G1-3419	13.30150579	13.17093758	28.52304299	0.466342451	0.461764812
gene-G1-342	7.204982301	10.30769028	6.768179693	1.064537679	1.522963448
gene-G1-3420	4.98806467	8.589741901	46.89381645	0.106369348	0.183174298
gene-G1-3421	4.433835262	5.153845141	17.88733205	0.247875717	0.28812822
gene-G1-3422	6.096523485	5.153845141	21.7548633	0.280237269	0.236905425
gene-G1-3423	3.325376446	3.43589676	21.27142189	0.156330708	0.161526426
gene-G1-3424	9.976129339	3.43589676	17.40389064	0.573212596	0.197421188
gene-G1-3425	17.18111164	21.76067948	59.46329302	0.288936431	0.36595147
gene-G1-3426	4.433835262	0.57264946	10.15226954	0.436733407	0.056406054
gene-G1-3427	5.542294077	6.871793521	14.01980079	0.395319032	0.490149156
gene-G1-3428	2.771147039	2.29059784	12.56947657	0.220466383	0.182234942
gene-G1-3429	8.867670524	9.162391361	22.23830471	0.398756589	0.412009435
gene-G1-343	8.313441116	5.153845141	3.867531253	2.149547236	1.332593017
gene-G1-3430	6.650752893	7.444442981	21.27142189	0.312661416	0.349973924
gene-G1-3431	8.867670524	6.871793521	23.20518752	0.382141731	0.296131782
gene-G1-3432	8.313441116	8.017092441	8.70194532	0.955354327	0.921298876
gene-G1-3433	13.85573519	9.735040821	15.95356642	0.868503934	0.610210944
gene-G1-3434	10.53035875	12.59828812	23.20518752	0.453793305	0.542908266
gene-G1-3435	19.95225868	14.3162365	23.20518752	0.859818894	0.616941212
gene-G1-3436	12.74727638	9.162391361	24.65551174	0.517015283	0.371616353
gene-G1-3437	7.759211708	9.162391361	18.85421486	0.411537249	0.485959847
gene-G1-3438	21.06071749	9.735040821	15.47012501	1.361379916	0.629280036
gene-G1-3439	33.25376446	14.3162365	20.30453908	1.637750275	0.70507567
gene-G1-344	7.759211708	5.726494601	6.768179693	1.146425193	0.846090804
gene-G1-3440	6.650752893	4.581195681	11.11915235	0.598134883	0.412009435
gene-G1-3441	5.542294077	8.017092441	10.63571095	0.52110236	0.753789989
gene-G1-3442	4.433835262	2.29059784	18.85421486	0.235164142	0.121489962
gene-G1-3443	12.19304697	12.59828812	23.68862893	0.514721515	0.531828506
gene-G1-3444	8.313441116	10.88033974	16.92044923	0.491325083	0.643029011
gene-G1-3445	15.51842342	8.589741901	20.78798049	0.746509428	0.413207137
gene-G1-3446	13.30150579	22.33332894	25.13895315	0.52911932	0.888395345
gene-G1-3447	6.096523485	6.871793521	13.05291798	0.467062116	0.5264565
gene-G1-3448	14.96419401	14.88888596	15.95356642	0.937984248	0.933263796
gene-G1-3449	6.096523485	6.299144061	7.735062507	0.78816732	0.814362399
gene-G1-345	7.204982301	4.581195681	7.735062507	0.931470469	0.592263563
gene-G1-3450	12.74727638	19.47008164	15.95356642	0.799023619	1.220421888
gene-G1-3451	9.421899932	14.3162365	21.7548633	0.433093962	0.658070626
gene-G1-3452	12.74727638	18.32478272	22.72174611	0.561016584	0.806486554
gene-G1-3453	13.30150579	20.0427311	17.88733205	0.743627152	1.120498633
gene-G1-3454	4.98806467	11.4529892	10.63571095	0.468992124	1.076842842
gene-G1-3455	11.63881756	17.1794838	18.37077345	0.633550764	0.935152994
gene-G1-3456	13.30150579	10.88033974	18.85421486	0.705492426	0.577077318
gene-G1-3457	11.08458815	9.162391361	14.01980079	0.790638064	0.653532208
gene-G1-3458	20.50648809	11.4529892	23.20518752	0.883702753	0.493552969
gene-G1-3459	8.867670524	11.4529892	17.88733205	0.495751435	0.640284933
gene-G1-346	7.204982301	6.299144061	4.35097266	1.6559475	1.447755376
gene-G1-3460	6.650752893	12.02563866	14.98668361	0.443777494	0.802421602
gene-G1-3461	16.62688223	14.88888596	24.17207033	0.687855116	0.615954106
gene-G1-3462	12.74727638	14.3162365	20.78798049	0.613204173	0.688678562
gene-G1-3463	21.06071749	16.03418488	16.43700783	1.281298745	0.975492927
gene-G1-3464	12.19304697	14.3162365	20.78798049	0.586543122	0.688678562
gene-G1-3465	4.433835262	13.74358704	13.05291798	0.339681539	1.052913001
gene-G1-3466	12.19304697	16.03418488	21.27142189	0.573212596	0.753789989
gene-G1-3467	7.204982301	16.03418488	13.53635939	0.532268839	1.184527126
gene-G1-3468	9.976129339	12.02563866	21.7548633	0.458570077	0.552779326
gene-G1-3469	18.28957046	25.7692257	32.39057425	0.564657184	0.795577921
gene-G1-347	10.53035875	5.153845141	14.5032422	0.726069289	0.355358138
gene-G1-3470	22.72340572	26.91452462	33.35745706	0.681209172	0.806851811
gene-G1-3471	11.63881756	16.60683434	15.47012501	0.752341533	1.073477708
gene-G1-3472	4.98806467	7.444442981	9.668828133	0.515891337	0.769942632
gene-G1-3473	3.325376446	3.43589676	3.384089847	0.982650165	1.015308965
gene-G1-3474	11.08458815	8.589741901	8.218503913	1.348735521	1.045170994
gene-G1-3475	13.30150579	13.17093758	18.37077345	0.724058016	0.716950629
gene-G1-3476	9.976129339	12.02563866	12.56947657	0.793678979	0.956733448
gene-G1-3477	330.8749564	432.3503424	331.1573636	0.999147212	1.305573694
gene-G1-3478	339.1883975	380.2392415	429.7794105	0.789215093	0.884731172
gene-G1-3479	512.6622022	545.162286	530.3352231	0.966675755	1.027957907
gene-G1-348	2.216917631	4.581195681	1.933765627	1.146425193	2.369054252
gene-G1-3480	268.2470333	357.3332631	306.9852932	0.873810698	1.164007759
gene-G1-3481	508.7825963	464.9913616	503.2625043	1.010968614	0.923953916
gene-G1-3482	101.978211	133.9999737	119.8934689	0.85057353	1.117658659
gene-G1-3483	217.2579278	228.4871346	259.6080354	0.836869042	0.880123507
gene-G1-3484	445.0462144	347.5982223	454.9183637	0.978299075	0.76408923
gene-G1-3485	1122.86878	915.0938372	1182.497681	0.94957377	0.773865228
gene-G1-3486	375.7675385	383.6751383	461.6865434	0.813901864	0.831029502
gene-G1-3487	527.0721668	518.2477614	708.7251022	0.743690558	0.731239461
gene-G1-3488	368.5625562	363.0597577	441.3820043	0.835019445	0.822552243
gene-G1-3489	801.969953	836.0682117	981.8694969	0.816778559	0.851506452
gene-G1-349	4.98806467	8.017092441	5.80129688	0.859818894	1.381948314
gene-G1-3490	759.2942886	798.8459968	923.3730867	0.822304981	0.865138922
gene-G1-3491	777.0296297	769.6408743	932.5584734	0.833223494	0.825300393
gene-G1-3492	902.8397052	843.5126547	988.1542352	0.913662739	0.85362449
gene-G1-3493	166.8230517	172.3674875	214.6479846	0.777193655	0.80302402
gene-G1-3494	381.8640619	371.6494996	420.1105824	0.908960826	0.884646841
gene-G1-3495	254.9455276	266.8546484	345.1771644	0.738593261	0.773094735
gene-G1-3496	323.1157447	324.6922439	438.9647972	0.736085779	0.739677181
gene-G1-3497	310.9226977	384.2477877	408.5079886	0.761117791	0.940612665
gene-G1-3498	246.077857	305.7948117	309.8859417	0.794091709	0.986797949
gene-G1-3499	279.8858509	338.4358309	329.7070393	0.848892555	1.026474386
gene-G1-35	726.5947536	365.3503555	796.7114382	0.911992371	0.458573001
gene-G1-350	15.51842342	14.88888596	13.05291798	1.188885385	1.140655751
gene-G1-3500	225.571369	290.9059257	271.6940705	0.830240309	1.070711352
gene-G1-3501	258.270904	343.0170266	320.0382112	0.807000211	1.071800224
gene-G1-3502	367.4540973	469.5725573	392.5544222	0.936058993	1.196197344
gene-G1-3503	196.1972103	252.5384119	266.3762151	0.736541775	0.948051656
gene-G1-3504	373.5506208	490.7605873	477.6401098	0.782075486	1.02746938
gene-G1-3505	211.1614044	209.0170529	231.5684338	0.911874736	0.902614616
gene-G1-3506	584.7120252	797.1280484	925.7902938	0.631581503	0.861024418
gene-G1-3507	949.3949755	1544.435594	205.4625978	4.620767894	7.516869786
gene-G1-3508	5927.483516	5905.161232	25271.41609	0.234552884	0.233669582
gene-G1-3509	18672.54298	16750.56936	25229.84013	0.740097554	0.663918965
gene-G1-351	7.204982301	4.008546221	3.867531253	1.862940938	1.036461235
gene-G1-3510	18215.30371	15209.56966	12844.07129	1.418187684	1.184170448
gene-G1-3511	1298.005273	1607.427034	861.9760281	1.505848458	1.864816401
gene-G1-3512	27.15724098	296.0597709	128.5954142	0.211183588	2.30225761
gene-G1-3513	41.01297617	468.4272583	187.0918244	0.219213086	2.503729171
gene-G1-3514	6.650752893	34.93161706	10.63571095	0.625322832	3.284370668
gene-G1-3515	9.976129339	10.88033974	1.45032422	6.878551156	7.502005132
gene-G1-3516	5.542294077	12.02563866	4.834414067	1.146425193	2.487506965
gene-G1-3517	5.542294077	8.017092441	4.834414067	1.146425193	1.658337977
gene-G1-3518	2.771147039	16.60683434	10.15226954	0.272958379	1.635775555
gene-G1-3519	2.216917631	4.008546221	5.80129688	0.382141731	0.690974157
gene-G1-352	6.650752893	8.017092441	9.668828133	0.687855116	0.829168988
gene-G1-3520	8.313441116	20.61538056	6.768179693	1.228312706	3.045926896
gene-G1-3521	4.433835262	12.02563866	6.284738287	0.705492426	1.913466896
gene-G1-3522	6.650752893	10.88033974	5.80129688	1.146425193	1.875501283
gene-G1-3523	4.98806467	6.299144061	3.384089847	1.473975248	1.86139977
gene-G1-3524	18.28957046	27.48717408	21.7548633	0.840711808	1.263495601
gene-G1-3525	26.60301157	26.34187516	33.35745706	0.797513177	0.789684751
gene-G1-3526	7.759211708	12.02563866	14.98668361	0.51774041	0.802421602
gene-G1-3527	26.04878216	13.74358704	29.0064844	0.898033068	0.47381085
gene-G1-3528	14.96419401	11.4529892	9.668828133	1.54767401	1.184527126
gene-G1-3529	17.73534105	12.02563866	11.11915235	1.595026355	1.081524767
gene-G1-353	10.53035875	13.74358704	11.60259376	0.907586611	1.184527126
gene-G1-3530	17.18111164	17.1794838	13.53635939	1.269256463	1.269136207
gene-G1-3531	31.03684683	24.05127732	33.84089847	0.917140154	0.710716276
gene-G1-3532	27.71147039	27.48717408	32.87401565	0.8429597	0.836136795
gene-G1-3533	110.2916521	76.73502765	107.8074337	1.023043109	0.711778632
gene-G1-3534	6.650752893	10.88033974	4.834414067	1.375710231	2.25060154
gene-G1-3535	8.313441116	11.4529892	5.317855473	1.563307081	2.153685684
gene-G1-3536	5.542294077	3.43589676	3.384089847	1.637750275	1.015308965
gene-G1-3537	3.879605854	5.153845141	2.90064844	1.337496058	1.776790689
gene-G1-3538	1.662688223	3.43589676	2.417207033	0.687855116	1.421432551
gene-G1-3539	2.771147039	1.71794838	2.417207033	1.146425193	0.710716276
gene-G1-354	11.08458815	10.88033974	9.185386727	1.206763361	1.184527126
gene-G1-3540	8.313441116	6.871793521	3.867531253	2.149547236	1.776790689
gene-G1-3541	3.325376446	6.871793521	4.834414067	0.687855116	1.421432551
gene-G1-3542	0.554229408	3.43589676	0.966882813	0.573212596	3.553581378
gene-G1-3543	5.542294077	6.299144061	8.218503913	0.67436776	0.766458729
gene-G1-3544	7.759211708	6.871793521	4.834414067	1.60499527	1.421432551
gene-G1-3545	9.976129339	5.726494601	11.60259376	0.859818894	0.493552969
gene-G1-3546	3.879605854	5.726494601	2.90064844	1.337496058	1.974211877
gene-G1-3547	10.53035875	11.4529892	4.834414067	2.178207866	2.369054252
gene-G1-3548	6.096523485	7.444442981	5.317855473	1.146425193	1.399895695
gene-G1-3549	9.976129339	6.871793521	10.15226954	0.982650165	0.676872643
gene-G1-355	13.85573519	16.60683434	16.92044923	0.818875138	0.981465333
gene-G1-3550	10.53035875	11.4529892	11.11915235	0.947046898	1.030023588
gene-G1-3551	8.313441116	12.59828812	4.35097266	1.910708654	2.895510753
gene-G1-3552	6.650752893	5.726494601	6.284738287	1.058238639	0.911174712
gene-G1-3553	3.879605854	5.153845141	3.384089847	1.146425193	1.522963448
gene-G1-3554	7.204982301	13.17093758	7.735062507	0.931470469	1.702757744
gene-G1-3555	6.096523485	6.299144061	5.80129688	1.05088976	1.085816532
gene-G1-3556	17.73534105	14.88888596	10.63571095	1.667527553	1.399895695
gene-G1-3557	4.98806467	15.46153542	6.284738287	0.793678979	2.460171723
gene-G1-3558	7.204982301	13.17093758	4.834414067	1.49035275	2.72441239
gene-G1-3559	6.650752893	7.444442981	5.317855473	1.250645665	1.399895695
gene-G1-356	11.63881756	12.59828812	12.56947657	0.925958809	1.002292184
gene-G1-3560	4.433835262	17.75213326	8.70194532	0.509522308	2.040018939
gene-G1-3561	1.108458815	2.8632473	0.483441407	2.292850385	5.922635631
gene-G1-3562	6.650752893	9.162391361	1.933765627	3.439275578	4.738108504
gene-G1-3563	11.63881756	17.75213326	12.56947657	0.925958809	1.412320804
gene-G1-3564	11.08458815	17.75213326	5.80129688	1.910708654	3.060028409
gene-G1-3565	10.53035875	8.589741901	3.384089847	3.111725523	2.538272413
gene-G1-3566	4.98806467	6.871793521	4.834414067	1.031782673	1.421432551
gene-G1-3567	8.867670524	14.3162365	6.284738287	1.410984852	2.277936781
gene-G1-3568	3.879605854	9.162391361	6.768179693	0.573212596	1.353745287
gene-G1-3569	11.08458815	21.18803002	7.2516211	1.528566923	2.921833578
gene-G1-357	19.39802927	13.17093758	10.63571095	1.823858261	1.238369268
gene-G1-3570	9.421899932	13.74358704	5.317855473	1.771748025	2.584422821
gene-G1-3571	122.4846991	201.5726099	128.1119728	0.956075349	1.573409617
gene-G1-3572	36.0249115	68.71793521	44.96005082	0.80126492	1.528422098
gene-G1-3573	39.35028795	52.11110087	33.84089847	1.162802695	1.539885264
gene-G1-3574	30.48261743	56.11964709	31.42369143	0.970052086	1.785902436
gene-G1-3575	22.16917631	42.94870951	17.88733205	1.239378587	2.401068499
gene-G1-3576	44.89258203	72.15383197	35.77466409	1.254870819	2.016897539
gene-G1-3577	52.65179374	100.786305	41.57596097	1.266399922	2.424148537
gene-G1-3578	128.5812226	182.6751778	76.38374225	1.683358511	2.391545274
gene-G1-3579	141.8827284	215.8888464	110.7080821	1.281593228	1.950073042
gene-G1-358	8.313441116	6.299144061	7.2516211	1.146425193	0.868653226
gene-G1-3580	1104.57921	1763.760337	1688.660833	0.654115491	1.044472817
gene-G1-3581	506.5656787	687.1793521	1325.112896	0.382281148	0.518581741
gene-G1-3582	781.4634649	1078.298933	763.3539811	1.023723573	1.41258048
gene-G1-3583	1140.604121	1586.239004	904.5188719	1.261006438	1.753682597
gene-G1-3584	1018.673651	1163.051053	875.0289461	1.164159947	1.329157234
gene-G1-3585	1062.457775	1328.546747	991.0548837	1.072047363	1.340538016
gene-G1-3586	698.8832832	933.9912694	671.9835553	1.040030337	1.389901973
gene-G1-3587	704.4255772	999.2733078	770.1221608	0.914693296	1.297551686
gene-G1-3588	1749.70224	2162.897011	1537.827115	1.137775647	1.406463048
gene-G1-3589	272.6808686	398.5640242	273.6278362	0.996539213	1.45659166
gene-G1-359	11.63881756	19.47008164	13.05291798	0.891664039	1.491626751
gene-G1-3590	677.2683363	915.0938372	700.0231568	0.967494189	1.307233665
gene-G1-3591	1704.809658	2349.008085	1765.528017	0.965608952	1.33048474
gene-G1-3592	18.28957046	25.19657624	13.05291798	1.401186347	1.930340502
gene-G1-3593	19.95225868	29.77777192	26.10583596	0.764283462	1.140655751
gene-G1-3594	18.84379986	31.4957203	15.47012501	1.218076767	2.035905998
gene-G1-3595	27.15724098	35.50426652	28.52304299	0.952115838	1.244757319
gene-G1-3596	21.6149469	21.76067948	15.95356642	1.354866137	1.364000933
gene-G1-3597	22.16917631	38.36751383	23.20518752	0.955354327	1.653402447
gene-G1-3598	23.83186453	28.632473	24.17207033	0.985925666	1.184527126
gene-G1-3599	28.8199292	33.78631814	26.10583596	1.103965	1.294205564
gene-G1-36	535.9398373	214.7435475	360.163848	1.488044512	0.596238486
gene-G1-360	6.096523485	5.726494601	6.284738287	0.970052086	0.911174712
gene-G1-3600	25.49455276	35.50426652	20.78798049	1.226408346	1.707922833
gene-G1-3601	18.84379986	26.34187516	15.95356642	1.18116535	1.651159024
gene-G1-3602	18.28957046	32.64101922	14.98668361	1.220388108	2.17800149
gene-G1-3603	41.01297617	53.25639979	46.89381645	0.874592415	1.135680647
gene-G1-3604	20.50648809	30.92307084	31.42369143	0.652580494	0.984068689
gene-G1-3605	14.96419401	25.7692257	10.63571095	1.406976373	2.422896394
gene-G1-3606	26.60301157	45.23930735	25.62239455	1.038271873	1.765615905
gene-G1-3607	17.73534105	36.64956544	24.17207033	0.733712123	1.516194721
gene-G1-3608	24.38609394	40.08546221	27.55616018	0.884959798	1.454682436
gene-G1-3609	50.4348761	62.99144061	37.70842972	1.337496058	1.670486973
gene-G1-361	6.096523485	5.153845141	7.735062507	0.78816732	0.666296508
gene-G1-3610	17.18111164	22.9059784	12.08603517	1.421567239	1.895243402
gene-G1-3611	7.204982301	11.4529892	7.2516211	0.9935685	1.579369501
gene-G1-3612	15.51842342	35.50426652	20.78798049	0.746509428	1.707922833
gene-G1-3613	13.30150579	26.34187516	10.63571095	1.250645665	2.476738536
gene-G1-3614	15.51842342	25.19657624	14.5032422	1.069996846	1.737306452
gene-G1-3615	7.204982301	14.88888596	10.15226954	0.709691786	1.466557394
gene-G1-3616	12.19304697	19.47008164	12.08603517	1.008854169	1.610956892
gene-G1-3617	20.50648809	32.64101922	19.33765627	1.060443303	1.687951155
gene-G1-3618	22.72340572	31.4957203	13.53635939	1.678694032	2.326749712
gene-G1-3619	10.53035875	13.17093758	5.317855473	1.980188969	2.476738536
gene-G1-362	6.650752893	4.581195681	1.933765627	3.439275578	2.369054252
gene-G1-3620	9.976129339	18.32478272	14.5032422	0.687855116	1.263495601
gene-G1-3621	13.85573519	19.47008164	12.08603517	1.146425193	1.610956892
gene-G1-3622	8.313441116	18.32478272	4.834414067	1.719637789	3.790486804
gene-G1-3623	12.74727638	25.19657624	9.668828133	1.318388971	2.605959677
gene-G1-3624	13.30150579	17.1794838	10.15226954	1.31020022	1.692181609
gene-G1-3625	13.85573519	22.33332894	10.63571095	1.302755901	2.099843542
gene-G1-3626	16.62688223	19.47008164	6.284738287	2.645596598	3.097994022
gene-G1-3627	31.03684683	25.19657624	13.53635939	2.292850385	1.86139977
gene-G1-3628	14.4099646	20.0427311	9.668828133	1.49035275	2.072922471
gene-G1-3629	7.759211708	10.30769028	4.35097266	1.783328077	2.369054252
gene-G1-363	10.53035875	9.735040821	13.05291798	0.806743654	0.745813376
gene-G1-3630	13.85573519	17.75213326	9.668828133	1.433031491	1.836017045
gene-G1-3631	4.433835262	4.581195681	1.933765627	2.292850385	2.369054252
gene-G1-3632	24.94032335	24.62392678	8.218503913	3.034654922	2.996156848
gene-G1-3633	9.421899932	9.735040821	6.768179693	1.392087734	1.438354367
gene-G1-3634	8.867670524	12.59828812	7.2516211	1.222853539	1.737306452
gene-G1-3635	4.98806467	8.017092441	5.317855473	0.937984248	1.507579979
gene-G1-3636	12.74727638	9.162391361	0	#DIV/0!	#DIV/0!
gene-G1-3637	4.433835262	4.008546221	1.933765627	2.292850385	2.072922471
gene-G1-3638	7.759211708	7.444442981	1.933765627	4.012488174	3.84971316
gene-G1-3639	5.542294077	12.02563866	0.966882813	5.732125963	12.43753482
gene-G1-364	12.74727638	9.162391361	17.88733205	0.712642687	0.512227946
gene-G1-3640	1.662688223	6.299144061	0.966882813	1.719637789	6.514899194
gene-G1-3641	16.62688223	11.4529892	2.417207033	6.878551156	4.738108504
gene-G1-3642	11.08458815	10.88033974	2.417207033	4.58570077	4.501203079
gene-G1-3643	5.542294077	6.299144061	0.966882813	5.732125963	6.514899194
gene-G1-3644	6.650752893	5.153845141	0	#DIV/0!	#DIV/0!
gene-G1-3645	5.542294077	5.726494601	2.90064844	1.910708654	1.974211877
gene-G1-3646	9.421899932	11.4529892	6.284738287	1.499171406	1.822349425
gene-G1-3647	4.98806467	7.444442981	0.966882813	5.158913367	7.69942632
gene-G1-3648	5.542294077	4.008546221	3.867531253	1.433031491	1.036461235
gene-G1-3649	2.771147039	6.299144061	2.90064844	0.955354327	2.171633065
gene-G1-365	2.771147039	5.153845141	2.90064844	0.955354327	1.776790689
gene-G1-3650	6.096523485	6.299144061	2.417207033	2.522135424	2.605959677
gene-G1-3651	9.976129339	5.726494601	2.417207033	4.127130693	2.369054252
gene-G1-3652	10.53035875	12.02563866	14.98668361	0.702647699	0.802421602
gene-G1-3653	4.98806467	5.726494601	4.834414067	1.031782673	1.184527126
gene-G1-3654	0.554229408	0.57264946	0.966882813	0.573212596	0.592263563
gene-G1-3655	3.325376446	1.14529892	1.45032422	2.292850385	0.789684751
gene-G1-3656	8.867670524	2.29059784	4.834414067	1.834280308	0.47381085
gene-G1-3657	3.879605854	4.581195681	2.90064844	1.337496058	1.579369501
gene-G1-3658	16.07265282	6.299144061	2.417207033	6.649266117	2.605959677
gene-G1-3659	7.204982301	5.726494601	7.2516211	0.9935685	0.789684751
gene-G1-366	12.74727638	6.871793521	5.317855473	2.397070857	1.29221141
gene-G1-3660	7.204982301	6.871793521	6.284738287	1.146425193	1.093409655
gene-G1-3661	7.759211708	6.871793521	6.768179693	1.146425193	1.015308965
gene-G1-3662	2.771147039	1.71794838	1.45032422	1.910708654	1.184527126
gene-G1-3663	8.313441116	6.871793521	4.35097266	1.910708654	1.579369501
gene-G1-3664	2.771147039	3.43589676	6.284738287	0.440932766	0.546704827
gene-G1-3665	2.216917631	2.8632473	1.933765627	1.146425193	1.480658908
gene-G1-3666	3.879605854	2.29059784	4.35097266	0.891664039	0.5264565
gene-G1-3667	22.16917631	19.47008164	26.58927737	0.833763776	0.732253133
gene-G1-3668	11.08458815	16.03418488	8.218503913	1.348735521	1.950985855
gene-G1-3669	3.879605854	1.14529892	0.966882813	4.012488174	1.184527126
gene-G1-367	1.662688223	3.43589676	2.90064844	0.573212596	1.184527126
gene-G1-3670	3.325376446	4.581195681	2.417207033	1.375710231	1.895243402
gene-G1-3671	6.096523485	4.008546221	2.417207033	2.522135424	1.658337977
gene-G1-3672	1.662688223	4.008546221	2.417207033	0.687855116	1.658337977
gene-G1-3673	13.85573519	11.4529892	9.668828133	1.433031491	1.184527126
gene-G1-3674	14.4099646	12.02563866	10.15226954	1.419383572	1.184527126
gene-G1-3675	6.650752893	2.8632473	2.417207033	2.751420462	1.184527126
gene-G1-3676	8.867670524	9.162391361	6.284738287	1.410984852	1.45787954
gene-G1-3677	17.73534105	8.589741901	5.317855473	3.335055106	1.615264263
gene-G1-3678	25.49455276	20.0427311	16.43700783	1.551045849	1.219366159
gene-G1-3679	21.6149469	19.47008164	15.47012501	1.397205703	1.258560072
gene-G1-368	6.096523485	1.14529892	1.45032422	4.20355904	0.789684751
gene-G1-3680	58.74831722	42.94870951	63.33082427	0.927641759	0.678164385
gene-G1-3681	67.61598774	93.34186199	96.68828133	0.699319367	0.965389608
gene-G1-3682	130.2439108	119.1110877	160.502547	0.811475663	0.74211338
gene-G1-3683	186.221081	111.0939953	94.75451571	1.96530033	1.172440115
gene-G1-3684	10645.63846	9117.152054	11065.9738	0.962015513	0.823890624
gene-G1-3685	1841.150093	1630.905662	1248.729153	1.474419082	1.306052364
gene-G1-3686	1140.049892	996.4100605	1015.710395	1.122416288	0.980998191
gene-G1-3687	1065.783151	958.0425467	995.8892977	1.070182352	0.96199703
gene-G1-3688	2381.523765	2030.614985	2160.983088	1.102055716	0.939671854
gene-G1-3689	928.334258	780.5212141	834.4198679	1.11255052	0.935405836
gene-G1-369	2.216917631	1.71794838	2.417207033	0.917140154	0.710716276
gene-G1-3690	3126.408089	2517.939676	2816.529635	1.110021372	0.893986573
gene-G1-3691	1358.970508	1225.469845	1413.099232	0.96169503	0.867221365
gene-G1-3692	138.0031225	167.7862918	220.9327228	0.624638672	0.759445182
gene-G1-3693	253.8370687	204.4358572	246.071676	1.031557442	0.830798004
gene-G1-3694	278.2231627	251.393113	365.4817034	0.761250591	0.687840487
gene-G1-3695	186.221081	193.5555175	233.018758	0.799167769	0.830643503
gene-G1-3696	248.8490041	252.5384119	364.5148206	0.682685559	0.69280698
gene-G1-3697	115.2797168	130.5640769	173.555465	0.664224067	0.752290208
gene-G1-3698	141.8827284	145.4529629	205.9460392	0.688931571	0.706267347
gene-G1-3699	305.3804037	343.589676	389.1703324	0.784696001	0.882877361
gene-G1-37	434.5158557	272.0084935	655.5465474	0.662829905	0.414933912
gene-G1-370	2.216917631	2.8632473	2.417207033	0.917140154	1.184527126
gene-G1-3700	34.36222328	42.94870951	71.06588678	0.483526272	0.604350575
gene-G1-3701	131.906599	128.8461285	151.3171603	0.87172267	0.851497135
gene-G1-3702	165.1603635	162.6324467	277.011926	0.59622113	0.587095469
gene-G1-3703	225.571369	195.2734659	275.0781604	0.820026456	0.709883568
gene-G1-3704	300.392339	265.7093495	349.0446956	0.860612818	0.76124735
gene-G1-3705	136.3404343	146.5982618	210.2970119	0.648323212	0.697101021
gene-G1-3706	113.6170286	106.5127996	157.1184572	0.723129737	0.677913986
gene-G1-3707	298.7296508	241.0854227	306.5018518	0.974642238	0.786570852
gene-G1-3708	43.2298938	52.11110087	58.97985161	0.732960369	0.883540725
gene-G1-3709	363.0202621	270.8631946	385.3028011	0.942168759	0.702987868
gene-G1-371	7.204982301	5.153845141	2.417207033	2.980705501	2.132148827
gene-G1-3710	413.4551382	288.0426784	498.4280903	0.829518132	0.577902177
gene-G1-3711	336.9714799	342.4443771	419.627141	0.803025941	0.816068227
gene-G1-3712	616.3031014	591.5468923	803.9630593	0.766581368	0.735788648
gene-G1-3713	898.9600994	879.5895707	1051.968501	0.854550396	0.836136795
gene-G1-3714	2112.168273	2014.580801	2212.227877	0.954769757	0.910656999
gene-G1-3715	5505.160707	5164.152831	5719.111841	0.962590147	0.902964127
gene-G1-3716	14.96419401	12.02563866	12.08603517	1.238139208	0.995002786
gene-G1-3717	41.01297617	28.05982354	29.48992581	1.390745316	0.951505396
gene-G1-3718	34.91645269	22.9059784	23.20518752	1.504683065	0.987105938
gene-G1-3719	6.096523485	9.735040821	5.317855473	1.146425193	1.830632831
